"Obs","ctb_item_id","a_param","b_param","c_param","CTB_OBJECTIVE_ID","new_ctb_obj_id","CTB_PASSAGE_ID","NEW_CTB_PASSAGE_ID","ITEM_ORDER","Enemy","CTB_OBJECTIVE_TITLE","CTB_LEVEL_ID","CTB_ANSWER_KEY"
"67",00308622,0.02787,529.264,0.1229,2498,2498,0,0,0,0,"Number and Number Operations","M",4
"68",00309602,0.02861,642.405,0.1959,2498,2498,940,0,0,0,"Number and Number Operations","A",1
"69",00309014,0.00845,629.042,0.2056,2499,2500,926,926,1,0,"Computation in Context","D",2
"70",00309354,0.00871,607.839,0.2000,2499,2500,016,0,0,0,"Computation in Context","D",3
"71",00309146,0.00921,464.216,0.2000,2499,2500,011,0,0,0,"Computation in Context","D",2
"72",00309406,0.00955,621.016,0.2521,2499,2500,0,0,0,0,"Computation in Context","A",2
"73",00309392,0.01215,545.577,0.2000,2499,2500,936,0,0,0,"Computation in Context","A",2
"74",00309312,0.01216,452.442,0.2000,2499,2500,925,925,1,0,"Computation in Context","D",2
"75",00309658,0.01376,614.584,0.1503,2499,2500,009,049,2,0,"Computation in Context","A",4
"76",00309026,0.01463,520.951,0.1906,2499,2500,012,0,0,0,"Computation in Context","D",3
"77",00308880,0.01485,517.909,0.2182,2499,2500,018,018,2,0,"Computation in Context","M",3
"78",00306403,0.01501,450.399,0.2000,2499,2500,028,0,0,0,"Computation in Context","E",4
"79",00306525,0.01512,434.122,0.2000,2499,2500,029,0,0,0,"Computation in Context","E",3
"80",00308742,0.01529,433.645,0.2000,2499,2500,019,019,2,0,"Computation in Context","M",3
"81",00308584,0.01562,428.102,0.2012,2499,2500,910,0,0,0,"Computation in Context","M",1
"82",00306271,0.01589,415.788,0.1947,2499,2500,030,030,3,0,"Computation in Context","E",4
"83",00308892,0.01592,479.837,0.2169,2499,2500,0,0,0,0,"Computation in Context","M",3
"84",00308690,0.01603,453.419,0.2037,2499,2500,912,912,2,0,"Computation in Context","M",1
"85",00309054,0.01606,566.084,0.1457,2499,2500,0,0,0,0,"Computation in Context","D",4
"86",00309434,0.01648,587.488,0.2193,2499,2500,001,0,0,0,"Computation in Context","A",3
"87",00306401,0.01656,405.861,0.2022,2499,2500,028,0,0,0,"Computation in Context","E",2
"88",00308768,0.01661,444.272,0.2000,2499,2500,916,916,1,0,"Computation in Context","M",3
"89",00309464,0.01723,600.607,0.2169,2499,2500,0,0,0,0,"Computation in Context","A",4
"90",00306245,0.01765,441.112,0.1827,2499,2500,908,0,0,0,"Computation in Context","E",3
"91",00306179,0.01793,415.950,0.2000,2499,2500,903,0,0,0,"Computation in Context","E",1
"92",00309038,0.01803,566.726,0.1627,2499,2500,927,945,1,0,"Computation in Context","D",3
"93",00309386,0.01814,542.218,0.1763,2499,2500,0,0,0,0,"Computation in Context","A",1
"94",00309540,0.01832,557.391,0.1498,2499,2500,008,0,0,0,"Computation in Context","A",4
"95",00309576,0.01877,624.755,0.2279,2499,2500,0,0,0,0,"Computation in Context","A",1
"96",00309206,0.01887,477.675,0.1781,2499,2500,014,0,0,0,"Computation in Context","D",4
"97",00308662,0.01929,572.062,0.2822,2499,2500,918,918,2,0,"Computation in Context","M",3
"98",00306407,0.01995,415.671,0.2031,2499,2500,0,0,0,0,"Computation in Context","E",3
"99",00306291,0.02215,470.693,0.2801,2499,2500,0,0,0,0,"Computation in Context","E",3
"100",00306191,0.02244,411.460,0.1768,2499,2500,901,946,1,0,"Computation in Context","E",2
"101",00308636,0.02355,524.320,0.2352,2499,2500,0,0,0,0,"Computation in Context","M",2
"102",00306357,0.02397,429.611,0.1964,2499,2500,036,036,2,0,"Computation in Context","E",3
"103",00308608,0.02756,537.278,0.1324,2499,2500,026,026,2,0,"Computation in Context","M",4
"104",00306539,0.02857,455.232,0.2873,2499,2500,032,032,2,0,"Computation in Context","E",3
"105",00306505,0.03019,460.033,0.2278,2499,2500,907,907,1,0,"Computation in Context","E",2
"106",00309348,0.03049,577.939,0.2765,2499,2500,0,0,0,0,"Computation in Context","D",3
"107",00306329,0.03163,507.315,0.2764,2499,2500,034,0,0,0,"Computation in Context","E",2
"108",00308932,0.00726,477.659,0.1956,2500,2500,917,0,0,0,"Estimation","M",3
"109",00309430,0.00811,509.816,0.2000,2500,2500,001,0,0,0,"Estimation","A",3
"110",00309168,0.00932,565.359,0.2000,2500,2500,932,932,2,0,"Estimation","D",3
"111",00308814,0.00972,488.955,0.2000,2500,2500,915,915,1,0,"Estimation","M",3
"112",00309024,0.01015,487.909,0.2000,2500,2500,012,012,1,0,"Estimation","D",2
"113",00309578,0.01023,548.701,0.2000,2500,2500,0,0,0,0,"Estimation","A",4
"114",00309114,0.01055,578.128,0.1965,2500,2500,013,050,1,0,"Estimation","D",3
"115",00306477,0.01105,476.331,0.2000,2500,2500,039,0,0,0,"Estimation","E",3
"116",00308786,0.01143,562.168,0.1762,2500,2500,017,0,0,0,"Estimation","M",2
"117",00308682,0.01160,444.690,0.2000,2500,2500,912,912,1,0,"Estimation","M",4
"118",00309218,0.01195,520.815,0.1813,2500,2500,0,0,0,0,"Estimation","D",4
"119",00308782,0.01210,445.369,0.2122,2500,2500,017,017,1,0,"Estimation","M",3
"120",00306223,0.01360,521.241,0.2258,2500,2500,909,909,2,0,"Estimation","E",2
"121",00309584,0.01388,531.544,0.1879,2500,2500,935,935,1,0,"Estimation","A",2
"122",00309502,0.01389,506.457,0.2082,2500,2500,0,0,0,0,"Estimation","A",2
"123",00309590,0.01396,528.192,0.1649,2500,2500,935,935,2,0,"Estimation","A",2
"124",00306225,0.01518,486.545,0.2269,2500,2500,909,0,0,0,"Estimation","E",3
"125",00309086,0.01524,459.223,0.2000,2500,2500,010,0,0,0,"Estimation","D",1
"126",00306451,0.01527,570.513,0.2261,2500,2500,0,0,0,0,"Estimation","E",3
"127",00306429,0.01539,444.920,0.1729,2500,2500,0,0,0,0,"Estimation","E",4
"128",00308722,0.01569,538.904,0.2707,2500,2500,021,021,2,0,"Estimation","M",2
"129",00309008,0.01575,506.213,0.2043,2500,2500,0,0,0,0,"Estimation","D",2
"130",00309646,0.01577,557.134,0.1924,2500,2500,009,009,1,0,"Estimation","A",4
"131",00308978,0.01613,464.574,0.2000,2500,2500,0,0,0,0,"Estimation","D",3
"132",00309006,0.01626,586.333,0.2102,2500,2500,0,0,0,0,"Estimation","D",3
"133",00309230,0.01701,522.061,0.2110,2500,2500,0,0,0,0,"Estimation","D",2
"134",00308646,0.01769,491.446,0.2334,2500,2500,0,0,0,0,"Estimation","M",3
"135",00308730,0.01778,519.779,0.2002,2500,2500,0,0,0,0,"Estimation","M",2
"136",00309690,0.01863,625.884,0.1513,2500,2500,006,0,0,0,"Estimation","A",4
"137",00306269,0.01899,408.252,0.1796,2500,2500,030,030,2,0,"Estimation","E",3
"138",00306511,0.01901,517.571,0.1737,2500,2500,907,0,0,0,"Estimation","E",3
"139",00309642,0.01903,597.335,0.2165,2500,2500,0,0,0,0,"Estimation","A",3
"140",00306411,0.01906,437.158,0.1647,2500,2500,0,0,0,0,"Estimation","E",4
"141",00306421,0.01953,451.669,0.2179,2500,2500,0,0,0,0,"Estimation","E",3
"142",00308830,0.01976,493.360,0.2456,2500,2500,027,0,0,0,"Estimation","M",3
"143",00306333,0.02066,430.667,0.2092,2500,2500,034,0,0,0,"Estimation","E",2
"144",00309116,0.02097,472.057,0.1771,2500,2500,013,013,1,0,"Estimation","D",4
"145",00309758,0.00903,604.826,0.1919,2501,2501,939,944,1,0,"Measurement","A",1
"146",00309212,0.00923,511.483,0.2000,2501,2501,014,0,0,0,"Measurement","D",4
"147",00308898,0.00940,558.280,0.1725,2501,2501,920,920,2,0,"Measurement","M",3
"148",00306261,0.00944,512.986,0.2000,2501,2501,040,0,0,0,"Measurement","E",1
"149",00309754,0.00969,607.188,0.1817,2501,2501,939,939,1,0,"Measurement","A",3
"150",00309662,0.01004,633.551,0.2000,2501,2501,941,941,2,0,"Measurement","A",4
"151",00309120,0.01026,484.837,0.2000,2501,2501,013,013,2,0,"Measurement","D",3
"152",00309110,0.01028,557.053,0.1914,2501,2501,013,0,0,0,"Measurement","D",2
"153",00309558,0.01057,611.449,0.2434,2501,2501,003,0,0,0,"Measurement","A",2
"154",00309066,0.01110,618.286,0.2216,2501,2501,015,015,1,0,"Measurement","D",3
"155",00309450,0.01126,521.496,0.2000,2501,2501,937,0,0,0,"Measurement","A",3
"156",00309294,0.01129,474.445,0.2000,2501,2501,0,0,0,0,"Measurement","D",3
"157",00309296,0.01137,514.530,0.1820,2501,2501,0,0,0,0,"Measurement","D",2
"158",00308818,0.01185,491.118,0.2000,2501,2501,0,0,0,0,"Measurement","M",3
"159",00309046,0.01212,587.963,0.1856,2501,2501,927,945,2,0,"Measurement","D",4
"160",00308720,0.01275,405.338,0.1934,2501,2501,021,0,0,0,"Measurement","M",2
"161",00308600,0.01284,508.418,0.1988,2501,2501,0,0,0,0,"Measurement","M",1
"162",00309044,0.01361,528.329,0.1944,2501,2501,927,927,2,0,"Measurement","D",3
"163",00309488,0.01368,605.279,0.2482,2501,2501,005,005,3,0,"Measurement","A",3
"164",00308828,0.01398,636.822,0.2107,2501,2501,027,0,0,0,"Measurement","M",1
"165",00309722,0.01410,498.253,0.2000,2501,2501,0,0,0,0,"Measurement","A",3
"166",00306529,0.01430,436.251,0.2000,2501,2501,0,0,0,0,"Measurement","E",1
"167",00308660,0.01570,587.106,0.2399,2501,2501,918,918,1,0,"Measurement","M",2
"168",00308962,0.01573,505.269,0.1893,2501,2501,022,022,2,0,"Measurement","M",3
"169",00309532,0.01610,652.943,0.2425,2501,2501,008,0,0,0,"Measurement","A",2
"170",00306331,0.01617,469.617,0.2106,2501,2501,034,0,0,0,"Measurement","E",3
"171",00306217,0.01628,349.220,0.2104,2501,2501,0,0,0,0,"Measurement","E",2
"172",00306413,0.01662,411.552,0.2140,2501,2501,0,0,0,0,"Measurement","E",1
"173",00306431,0.01679,387.874,0.2000,2501,2501,0,0,0,0,"Measurement","E",4
"174",00309368,0.01706,525.729,0.2023,2501,2501,930,0,0,0,"Measurement","D",3
"175",00309474,0.01832,595.300,0.2730,2501,2501,005,005,1,0,"Measurement","A",3
"176",00306399,0.01854,371.476,0.1996,2501,2501,028,0,0,0,"Measurement","E",3
"177",00309478,0.01916,578.459,0.2520,2501,2501,005,048,2,0,"Measurement","A",3
"178",00308808,0.01918,546.602,0.2258,2501,2501,915,0,0,0,"Measurement","M",3
"179",00306193,0.01925,385.552,0.1999,2501,2501,901,901,1,0,"Measurement","E",2
"180",00308940,0.01930,526.189,0.2918,2501,2501,917,0,0,0,"Measurement","M",2
"181",00309288,0.01935,583.644,0.2047,2501,2501,0,0,0,0,"Measurement","D",1
"182",00308718,0.01960,563.345,0.2332,2501,2501,021,021,1,0,"Measurement","M",3
"183",00309534,0.02111,596.182,0.1870,2501,2501,008,0,0,0,"Measurement","A",1
"184",00309052,0.02237,551.685,0.1743,2501,2501,0,0,0,0,"Measurement","D",1
"185",00309370,0.02450,609.734,0.3083,2501,2501,930,0,0,0,"Measurement","D",2
"186",00306197,0.02571,412.120,0.2650,2501,2501,901,946,2,0,"Measurement","E",2
"187",00306201,0.02573,421.938,0.2148,2501,2501,0,0,0,0,"Measurement","E",1
"188",00309418,0.02822,598.772,0.1783,2501,2501,0,0,0,0,"Measurement","A",4
"189",00308604,0.03024,527.050,0.1867,2501,2501,026,026,1,0,"Measurement","M",2
"190",00308896,0.03057,584.621,0.2714,2501,2501,920,920,1,0,"Measurement","M",2
"191",00308998,0.00649,398.061,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","D",4
"192",00309136,0.00687,587.858,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","D",1
"193",00309556,0.00704,530.859,0.2000,2502,2502,003,003,2,0,"Geometry and Spatial Sense","A",3
"194",00309254,0.00876,592.712,0.1908,2502,2502,0,0,0,0,"Geometry and Spatial Sense","D",1
"195",00309304,0.00928,532.947,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","D",3
"196",00308692,0.00953,578.462,0.1591,2502,2502,914,0,0,0,"Geometry and Spatial Sense","M",4
"197",00309452,0.00966,595.079,0.2000,2502,2502,937,937,1,0,"Geometry and Spatial Sense","A",4
"198",00308750,0.01027,537.478,0.1655,2502,2502,0,0,0,0,"Geometry and Spatial Sense","M",4
"199",00308668,0.01047,353.621,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","M",4
"200",00308698,0.01075,448.423,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","M",1
"201",00308950,0.01130,421.934,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","M",1
"202",00309068,0.01183,638.622,0.1819,2502,2502,015,015,2,0,"Geometry and Spatial Sense","D",4
"203",00306321,0.01201,507.748,0.2228,2502,2502,0,0,0,0,"Geometry and Spatial Sense","E",2
"204",00306487,0.01243,474.294,0.2611,2502,2502,0,0,0,0,"Geometry and Spatial Sense","E",3
"205",00306255,0.01244,559.388,0.1502,2502,2502,040,0,0,0,"Geometry and Spatial Sense","E",1
"206",00309060,0.01253,575.255,0.1727,2502,2502,0,0,0,0,"Geometry and Spatial Sense","D",4
"207",00308746,0.01256,281.322,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","M",1
"208",00309454,0.01285,573.993,0.2000,2502,2502,937,937,2,0,"Geometry and Spatial Sense","A",4
"209",00308916,0.01302,566.155,0.2732,2502,2502,0,0,0,0,"Geometry and Spatial Sense","M",1
"210",00309552,0.01315,541.610,0.2000,2502,2502,003,003,1,0,"Geometry and Spatial Sense","A",1
"211",00308958,0.01316,499.576,0.1609,2502,2502,022,022,1,0,"Geometry and Spatial Sense","M",1
"212",00308700,0.01334,345.265,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","M",3
"213",00306293,0.01352,451.867,0.2000,2502,2502,033,033,2,0,"Geometry and Spatial Sense","E",4
"214",00309486,0.01359,596.750,0.1533,2502,2502,005,005,2,0,"Geometry and Spatial Sense","A",4
"215",00306275,0.01372,363.043,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","E",1
"216",00308672,0.01389,392.084,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","M",4
"217",00309762,0.01431,621.300,0.2433,2502,2502,939,939,2,0,"Geometry and Spatial Sense","A",2
"218",00306455,0.01443,425.921,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","E",4
"219",00309476,0.01449,563.897,0.2194,2502,2502,005,048,1,0,"Geometry and Spatial Sense","A",2
"220",00309270,0.01449,566.242,0.1777,2502,2502,0,0,0,0,"Geometry and Spatial Sense","D",1
"221",00309660,0.01488,620.217,0.2776,2502,2502,941,941,1,0,"Geometry and Spatial Sense","A",2
"222",00309752,0.01598,526.510,0.2000,2502,2502,939,0,0,0,"Geometry and Spatial Sense","A",1
"223",00309356,0.01688,573.050,0.2103,2502,2502,016,016,1,0,"Geometry and Spatial Sense","D",1
"224",00306267,0.01710,410.221,0.2000,2502,2502,030,030,1,0,"Geometry and Spatial Sense","E",4
"225",00306449,0.01772,362.406,0.2000,2502,2502,0,0,0,0,"Geometry and Spatial Sense","E",4
"226",00309760,0.01792,577.704,0.2293,2502,2502,939,944,2,0,"Geometry and Spatial Sense","A",1
"227",00309064,0.01812,540.504,0.2343,2502,2502,015,0,0,0,"Geometry and Spatial Sense","D",2
"228",00309482,0.01895,638.564,0.2574,2502,2502,005,0,0,0,"Geometry and Spatial Sense","A",2
"229",00306265,0.01949,494.560,0.2052,2502,2502,0,0,0,0,"Geometry and Spatial Sense","E",4
"230",00309158,0.01961,683.011,0.2782,2502,2502,932,0,0,0,"Geometry and Spatial Sense","D",1
"231",00309550,0.01983,490.410,0.2000,2502,2502,003,0,0,0,"Geometry and Spatial Sense","A",4
"232",00309072,0.01984,588.494,0.2174,2502,2502,015,0,0,0,"Geometry and Spatial Sense","D",3
"233",00308956,0.02036,416.800,0.2007,2502,2502,022,0,0,0,"Geometry and Spatial Sense","M",2
"234",00306425,0.02061,402.393,0.2159,2502,2502,902,0,0,0,"Geometry and Spatial Sense","E",1
"235",00308694,0.02192,526.621,0.2364,2502,2502,914,0,0,0,"Geometry and Spatial Sense","M",1
"236",00309048,0.02198,629.466,0.2232,2502,2502,0,0,0,0,"Geometry and Spatial Sense","D",1
"237",00309684,0.00682,757.661,0.3130,2503,2504,006,0,0,0,"Data Analysis","A",2
"238",00308612,0.00904,424.363,0.2000,2503,2504,911,0,0,0,"Data Analysis","M",3
"239",00309144,0.01103,433.746,0.2000,2503,2504,011,0,0,0,"Data Analysis","D",4
"240",00309314,0.01139,452.668,0.2000,2503,2504,925,925,2,0,"Data Analysis","D",4
"241",00308610,0.01157,526.989,0.1401,2503,2504,911,0,0,0,"Data Analysis","M",1
"242",00309172,0.01183,517.294,0.2000,2503,2504,0,0,0,0,"Data Analysis","D",4
"243",00309710,0.01238,673.097,0.2837,2503,2504,934,934,2,0,"Data Analysis","A",1
"244",00306281,0.01263,452.968,0.2000,2503,2504,904,0,0,0,"Data Analysis","E",1
"245",00306263,0.01311,464.737,0.1928,2503,2504,0,0,0,0,"Data Analysis","E",4
"246",00308582,0.01325,370.396,0.2000,2503,2504,910,0,0,0,"Data Analysis","M",2
"247",00309678,0.01330,545.697,0.2288,2503,2504,0,0,0,0,"Data Analysis","A",3
"248",00309636,0.01332,587.738,0.1753,2503,2504,004,004,2,0,"Data Analysis","A",4
"249",00309432,0.01349,460.877,0.2000,2503,2504,001,0,0,0,"Data Analysis","A",4
"250",00309410,0.01355,699.585,0.2491,2503,2504,938,0,0,0,"Data Analysis","A",2
"251",00309408,0.01362,515.096,0.2179,2503,2504,938,0,0,0,"Data Analysis","A",3
"252",00306547,0.01378,450.152,0.2000,2503,2504,906,0,0,0,"Data Analysis","E",4
"253",00309416,0.01382,656.267,0.2457,2503,2504,938,0,0,0,"Data Analysis","A",2
"254",00308590,0.01389,469.621,0.2000,2503,2504,910,0,0,0,"Data Analysis","M",2
"255",00309022,0.01410,509.681,0.1886,2503,2504,926,0,0,0,"Data Analysis","D",4
"256",00308832,0.01429,421.383,0.2000,2503,2504,023,0,0,0,"Data Analysis","M",2
"257",00308744,0.01446,521.428,0.2558,2503,2504,019,0,0,0,"Data Analysis","M",2
"258",00309680,0.01467,481.360,0.2000,2503,2504,0,0,0,0,"Data Analysis","A",1
"259",00309084,0.01514,435.559,0.2000,2503,2504,010,010,2,0,"Data Analysis","D",2
"260",00309460,0.01535,515.674,0.1618,2503,2504,0,0,0,0,"Data Analysis","A",3
"261",00309200,0.01581,474.750,0.1818,2503,2504,924,0,0,0,"Data Analysis","D",2
"262",00306493,0.01611,447.747,0.2284,2503,2504,041,0,0,0,"Data Analysis","E",2
"263",00308850,0.01639,547.701,0.1404,2503,2504,024,024,2,0,"Data Analysis","M",4
"264",00309390,0.01653,540.956,0.1480,2503,2504,936,0,0,0,"Data Analysis","A",4
"265",00306475,0.01699,442.198,0.1979,2503,2504,0,0,0,0,"Data Analysis","E",1
"266",00309170,0.01729,478.983,0.2000,2503,2504,0,0,0,0,"Data Analysis","D",1
"267",00308696,0.01745,453.043,0.2000,2503,2504,914,0,0,0,"Data Analysis","M",4
"268",00309632,0.01751,631.864,0.2066,2503,2504,004,0,0,0,"Data Analysis","A",3
"269",00306457,0.01836,440.515,0.2125,2503,2504,038,038,1,0,"Data Analysis","E",4
"270",00309364,0.01858,553.459,0.1779,2503,2504,016,016,2,0,"Data Analysis","D",1
"271",00308852,0.01872,473.330,0.1962,2503,2504,919,0,0,0,"Data Analysis","M",4
"272",00306541,0.01898,396.680,0.2000,2503,2504,906,0,0,0,"Data Analysis","E",4
"273",00309316,0.01949,501.755,0.1886,2503,2504,925,0,0,0,"Data Analysis","D",1
"274",00309630,0.01951,566.620,0.2116,2503,2504,004,004,1,0,"Data Analysis","A",1
"275",00306221,0.01993,398.173,0.2289,2503,2504,909,0,0,0,"Data Analysis","E",2
"276",00306521,0.02014,382.608,0.1955,2503,2504,029,0,0,0,"Data Analysis","E",1
"277",00309400,0.02098,637.775,0.1371,2503,2504,002,0,0,0,"Data Analysis","A",1
"278",00309126,0.02105,595.957,0.2466,2503,2504,929,929,2,0,"Data Analysis","D",2
"279",00306459,0.02125,473.592,0.2302,2503,2504,038,0,0,0,"Data Analysis","E",1
"280",00306509,0.02128,460.757,0.2006,2503,2504,907,907,2,0,"Data Analysis","E",4
"281",00309624,0.02148,492.368,0.2026,2503,2504,004,0,0,0,"Data Analysis","A",4
"282",00309124,0.02151,573.159,0.2070,2503,2504,929,929,1,0,"Data Analysis","D",3
"283",00308840,0.02206,500.762,0.1885,2503,2504,023,023,2,0,"Data Analysis","M",4
"284",00309036,0.02214,510.366,0.1509,2503,2504,927,927,1,0,"Data Analysis","D",4
"285",00309082,0.02306,425.137,0.2000,2503,2504,010,010,1,0,"Data Analysis","D",3
"286",00308738,0.02439,413.896,0.2000,2503,2504,019,019,1,0,"Data Analysis","M",4
