"Obs","CTB_ITEM_ID","a_param","b_param","c_param","CTB_OBJECTIVE_ID","new_ctb_obj_id","CTB_PASSAGE_ID","NEW_CTB_PASSAGE_ID","ITEM_ORDER","Enemy","CTB_OBJECTIVE_TITLE","CTB_LEVEL_ID","CTB_ANSWER_KEY"
"98",00305438,0.01909,592.273,0.2466,2478,2478,009,015,2,009,"Usage","D",1
"99",00304526,0.01921,418.206,0.2000,2478,2478,502,549,2,502,"Usage","E",2
"100",00304388,0.01951,514.360,0.2440,2478,2478,0,0,0,0,"Usage","E",3
"101",00306066,0.01953,502.009,0.2382,2478,2478,004,007,2,004,"Usage","A",3
"102",00304832,0.01957,516.210,0.2794,2478,2478,0,0,0,0,"Usage","M",4
"103",00304606,0.01968,475.890,0.2207,2478,2478,0,0,0,0,"Usage","E",4
"104",00304398,0.01990,414.789,0.2000,2478,2478,0,0,0,0,"Usage","E",1
"105",00305824,0.02014,491.946,0.1975,2478,2478,518,539,1,518,"Usage","A",4
"106",00305186,0.02016,469.262,0.1877,2478,2478,012,027,1,012,"Usage","M",1
"107",00305470,0.02018,514.824,0.2374,2478,2478,0,0,0,0,"Usage","D",2
"108",00306100,0.02046,478.369,0.2073,2478,2478,002,003,3,002,"Usage","A",3
"109",00304516,0.02055,466.976,0.2395,2478,2478,015,018,1,015,"Usage","E",1
"110",00305046,0.02077,569.402,0.2078,2478,2478,0,0,0,0,"Usage","M",2
"111",00305864,0.02104,482.919,0.2157,2478,2478,003,005,2,003,"Usage","A",1
"112",00304416,0.02131,419.544,0.2000,2478,2478,0,0,0,0,"Usage","E",4
"113",00304932,0.02296,433.521,0.1797,2478,2478,013,029,2,013,"Usage","M",4
"114",00305834,0.02314,475.357,0.2132,2478,2478,518,539,2,518,"Usage","A",1
"115",00305584,0.02334,462.514,0.1820,2478,2478,008,011,2,008,"Usage","D",3
"116",00305644,0.02351,540.407,0.2045,2478,2478,010,017,3,010,"Usage","D",1
"117",00304588,0.02374,455.413,0.1791,2478,2478,0,0,0,0,"Usage","E",4
"118",00305274,0.02374,538.368,0.2709,2478,2478,0,0,0,0,"Usage","D",2
"119",00305222,0.02415,542.144,0.2170,2478,2478,507,560,2,507,"Usage","M",2
"120",00305212,0.02513,451.890,0.2620,2478,2478,014,031,3,014,"Usage","M",1
"121",00305814,0.02693,474.183,0.2076,2478,2478,001,001,3,001,"Usage","A",1
"122",00304508,0.02714,436.435,0.2057,2478,2478,505,555,2,505,"Usage","E",2
"123",00305386,0.02902,465.675,0.2301,2478,2478,007,009,3,007,"Usage","D",4
"124",00305262,0.02902,562.090,0.2149,2478,2478,0,0,0,0,"Usage","D",1
"125",00304716,0.03008,514.601,0.2724,2478,2478,504,554,2,504,"Usage","E",3
"126",00304420,0.03221,475.460,0.2589,2478,2478,0,0,0,0,"Usage","E",2
"127",00304382,0.03221,540.208,0.2336,2478,2478,0,0,0,0,"Usage","E",4
"128",00304432,0.00640,527.142,0.2000,2479,2479,0,0,0,0,"Sentence Formation","E",2
"129",00305950,0.00796,541.551,0.2000,2479,2479,0,0,0,0,"Sentence Formation","A",2
"130",00305530,0.00808,508.359,0.2000,2479,2479,0,0,0,0,"Sentence Formation","D",3
"131",00305410,0.00809,546.104,0.1918,2479,2479,513,545,1,513,"Sentence Formation","D",4
"132",00305072,0.00849,531.250,0.2000,2479,2479,0,0,0,0,"Sentence Formation","M",2
"133",00304380,0.00896,511.097,0.2039,2479,2479,0,0,0,0,"Sentence Formation","E",1
"134",00305528,0.00920,510.253,0.2000,2479,2479,0,0,0,0,"Sentence Formation","A",2
"135",00305092,0.00957,425.562,0.2000,2479,2479,0,0,0,0,"Sentence Formation","M",4
"136",00305104,0.00984,439.513,0.2000,2479,2479,0,0,0,0,"Sentence Formation","M",3
"137",00305268,0.00996,514.899,0.2000,2479,2479,0,0,0,0,"Sentence Formation","A",1
"138",00304652,0.01060,588.545,0.2021,2479,2479,0,0,0,0,"Sentence Formation","E",4
"139",00305948,0.01071,597.780,0.2000,2479,2479,0,0,0,0,"Sentence Formation","A",4
"140",00305434,0.01132,517.753,0.1807,2479,2479,009,014,1,009,"Sentence Formation","D",3
"141",00304732,0.01138,576.133,0.2234,2479,2479,016,0,0,016,"Sentence Formation","E",3
"142",00304888,0.01208,469.450,0.1861,2479,2479,0,0,0,0,"Sentence Formation","M",4
"143",00304892,0.01262,438.212,0.1987,2479,2479,0,0,0,0,"Sentence Formation","M",2
"144",00304948,0.01265,487.074,0.1875,2479,2479,508,562,2,508,"Sentence Formation","M",1
"145",00304880,0.01278,486.841,0.1818,2479,2479,0,0,0,0,"Sentence Formation","M",1
"146",00305294,0.01282,409.317,0.2000,2479,2479,0,0,0,0,"Sentence Formation","D",2
"147",00304638,0.01288,454.887,0.2000,2479,2479,0,0,0,0,"Sentence Formation","E",3
"148",00305406,0.01315,503.560,0.1792,2479,2479,514,547,2,514,"Sentence Formation","D",4
"149",00306062,0.01323,512.462,0.2000,2479,2479,515,534,3,515,"Sentence Formation","A",3
"150",00305292,0.01344,471.560,0.2000,2479,2479,0,0,0,0,"Sentence Formation","D",2
"151",00304750,0.01350,448.581,0.2000,2479,2479,503,551,2,503,"Sentence Formation","E",2
"152",00305954,0.01369,475.848,0.2000,2479,2479,0,0,0,0,"Sentence Formation","A",1
"153",00305090,0.01390,445.769,0.2000,2479,2479,0,0,0,0,"Sentence Formation","M",4
"154",00304878,0.01422,494.160,0.1978,2479,2479,0,0,0,0,"Sentence Formation","M",1
"155",00305534,0.01479,454.565,0.2000,2479,2479,0,0,0,0,"Sentence Formation","D",4
"156",00305388,0.01491,513.876,0.1903,2479,2479,007,010,3,007,"Sentence Formation","D",1
"157",00304884,0.01525,427.327,0.1855,2479,2479,0,0,0,0,"Sentence Formation","M",4
"158",00304870,0.01542,540.794,0.2638,2479,2479,0,0,0,0,"Sentence Formation","M",3
"159",00304992,0.01557,579.746,0.2137,2479,2479,509,565,2,509,"Sentence Formation","M",3
"160",00304758,0.01559,475.880,0.1808,2479,2479,018,024,2,018,"Sentence Formation","E",4
"161",00304438,0.01583,443.825,0.2000,2479,2479,0,0,0,0,"Sentence Formation","E",2
"162",00305532,0.01602,448.336,0.2000,2479,2479,0,0,0,0,"Sentence Formation","D",1
"163",00304632,0.01606,470.139,0.2052,2479,2479,0,0,0,0,"Sentence Formation","E",4
"164",00305746,0.01614,499.338,0.2000,2479,2479,0,0,0,0,"Sentence Formation","A",4
"165",00304642,0.01642,485.526,0.1885,2479,2479,0,0,0,0,"Sentence Formation","E",1
"166",00305740,0.01658,481.195,0.2186,2479,2479,0,0,0,0,"Sentence Formation","A",3
"167",00305298,0.01698,468.363,0.2000,2479,2479,0,0,0,0,"Sentence Formation","A",4
"168",00305100,0.01728,427.030,0.1865,2479,2479,0,0,0,0,"Sentence Formation","M",1
"169",00304658,0.01738,425.039,0.1913,2479,2479,0,0,0,0,"Sentence Formation","E",1
"170",00305066,0.01767,571.705,0.2679,2479,2479,0,0,0,0,"Sentence Formation","M",2
"171",00305418,0.01803,472.807,0.1766,2479,2479,513,546,2,513,"Sentence Formation","D",2
"172",00305830,0.01817,543.234,0.2177,2479,2479,518,540,2,518,"Sentence Formation","A",2
"173",00306104,0.01838,544.462,0.2167,2479,2479,002,004,3,002,"Sentence Formation","A",1
"174",00305526,0.01840,434.267,0.1925,2479,2479,0,0,0,0,"Sentence Formation","D",1
"175",00305860,0.01854,505.143,0.2554,2479,2479,003,006,1,003,"Sentence Formation","A",2
"176",00305734,0.01858,487.155,0.2331,2479,2479,0,0,0,0,"Sentence Formation","A",2
"177",00305952,0.01942,446.749,0.2000,2479,2479,0,0,0,0,"Sentence Formation","A",4
"178",00305934,0.01987,546.688,0.2744,2479,2479,0,0,0,0,"Sentence Formation","A",3
"179",00304660,0.02001,442.668,0.1954,2479,2479,0,0,0,0,"Sentence Formation","E",3
"180",00304426,0.02014,407.978,0.2000,2479,2479,0,0,0,0,"Sentence Formation","E",3
"181",00305610,0.02034,540.065,0.1766,2479,2479,511,542,2,511,"Sentence Formation","D",4
"182",00305192,0.02055,524.966,0.2820,2479,2479,012,028,2,012,"Sentence Formation","M",2
"183",00306094,0.02056,527.112,0.2601,2479,2479,002,003,1,002,"Sentence Formation","A",2
"184",00305522,0.02095,446.917,0.1845,2479,2479,0,0,0,0,"Sentence Formation","A",4
"185",00305962,0.02174,468.368,0.2029,2479,2479,0,0,0,0,"Sentence Formation","A",2
"186",00305290,0.02265,432.887,0.2000,2479,2479,0,0,0,0,"Sentence Formation","D",1
"187",00304430,0.02277,410.512,0.1890,2479,2479,0,0,0,0,"Sentence Formation","E",4
"188",00304762,0.02320,476.720,0.2817,2479,2479,018,024,3,018,"Sentence Formation","E",3
"189",1433789,0.02320,476.720,0.2817,2479,2479,018,025,2,018,"Sentence Formation","E",3
"190",00304982,0.02330,544.410,0.2747,2479,2479,509,565,1,509,"Sentence Formation","M",2
"191",00306074,0.02363,524.370,0.2217,2479,2479,004,007,4,004,"Sentence Formation","A",1
"192",1433782,0.02363,524.370,0.2217,2479,2479,004,008,3,004,"Sentence Formation","A",1
"193",00305202,0.02408,576.212,0.2331,2479,2479,014,032,1,014,"Sentence Formation","M",2
"194",00305958,0.02413,464.860,0.2277,2479,2479,0,0,0,0,"Sentence Formation","A",3
"195",00305520,0.02420,436.554,0.2000,2479,2479,0,0,0,0,"Sentence Formation","A",1
"196",00304648,0.02555,436.711,0.1847,2479,2479,0,0,0,0,"Sentence Formation","E",1
"197",00305858,0.02564,495.956,0.1798,2479,2479,003,005,1,003,"Sentence Formation","A",4
"198",00305744,0.02594,444.516,0.2000,2479,2479,0,0,0,0,"Sentence Formation","A",1
"199",00305732,0.02612,445.323,0.2074,2479,2479,0,0,0,0,"Sentence Formation","A",4
"200",00304656,0.02710,465.216,0.1874,2479,2479,0,0,0,0,"Sentence Formation","E",2
"201",00304532,0.03221,494.711,0.2491,2479,2479,502,550,2,502,"Sentence Formation","E",2
"202",00305564,0.00729,512.690,0.2000,2480,2479,0,0,0,0,"Paragraph Development","D",3
"203",00305768,0.00846,600.268,0.2218,2480,2479,0,0,0,0,"Paragraph Development","A",2
"204",00305310,0.00917,550.394,0.1855,2480,2479,0,0,0,0,"Paragraph Development","D",4
"205",00305544,0.00921,499.994,0.1955,2480,2479,0,0,0,0,"Paragraph Development","D",1
"206",00305752,0.00931,501.165,0.2000,2480,2479,0,0,0,0,"Paragraph Development","A",3
"207",00305778,0.00973,576.194,0.2000,2480,2479,0,0,0,0,"Paragraph Development","A",3
"208",00304448,0.00978,421.559,0.2000,2480,2479,0,0,0,0,"Paragraph Development","E",2
"209",00305340,0.01001,542.059,0.2085,2480,2479,0,0,0,0,"Paragraph Development","D",2
"210",00304906,0.01003,476.412,0.1878,2480,2479,0,0,0,0,"Paragraph Development","M",1
"211",00305772,0.01008,535.512,0.2130,2480,2479,0,0,0,0,"Paragraph Development","A",3
"212",00305758,0.01051,510.562,0.2000,2480,2479,0,0,0,0,"Paragraph Development","A",1
"213",00304914,0.01066,516.220,0.2000,2480,2479,0,0,0,0,"Paragraph Development","M",4
"214",00305324,0.01109,504.407,0.1880,2480,2479,0,0,0,0,"Paragraph Development","D",4
"215",00305562,0.01116,509.199,0.1899,2480,2479,0,0,0,0,"Paragraph Development","D",1
"216",00305764,0.01134,537.638,0.2000,2480,2479,0,0,0,0,"Paragraph Development","A",4
"217",00305330,0.01156,499.568,0.2000,2480,2479,0,0,0,0,"Paragraph Development","D",4
"218",00304898,0.01160,460.401,0.2000,2480,2479,0,0,0,0,"Paragraph Development","M",4
"219",00305966,0.01188,579.982,0.2267,2480,2479,0,0,0,0,"Paragraph Development","A",2
"220",00305986,0.01227,527.160,0.2000,2480,2479,0,0,0,0,"Paragraph Development","A",4
"221",00305124,0.01227,607.354,0.2369,2480,2479,0,0,0,0,"Paragraph Development","M",4
"222",00304460,0.01245,484.108,0.1968,2480,2479,0,0,0,0,"Paragraph Development","E",1
"223",00305314,0.01254,465.687,0.2000,2480,2479,0,0,0,0,"Paragraph Development","D",1
"224",00305774,0.01282,554.891,0.1890,2480,2479,0,0,0,0,"Paragraph Development","A",1
"225",00304668,0.01303,476.281,0.1855,2480,2479,0,0,0,0,"Paragraph Development","E",1
"226",00304894,0.01306,503.412,0.2140,2480,2479,0,0,0,0,"Paragraph Development","M",3
"227",00305762,0.01361,509.767,0.2000,2480,2479,0,0,0,0,"Paragraph Development","A",1
"228",00305558,0.01400,559.242,0.2182,2480,2479,0,0,0,0,"Paragraph Development","D",2
"229",00305316,0.01410,561.864,0.1890,2480,2479,0,0,0,0,"Paragraph Development","D",4
"230",00305116,0.01419,537.562,0.2187,2480,2479,0,0,0,0,"Paragraph Development","M",4
"231",00305120,0.01422,441.589,0.2000,2480,2479,0,0,0,0,"Paragraph Development","M",4
"232",00305338,0.01433,483.672,0.1813,2480,2479,0,0,0,0,"Paragraph Development","D",2
"233",00305546,0.01441,514.037,0.2372,2480,2479,0,0,0,0,"Paragraph Development","D",2
"234",00305550,0.01460,498.943,0.2365,2480,2479,0,0,0,0,"Paragraph Development","A",2
"235",00304690,0.01485,475.027,0.1809,2480,2479,0,0,0,0,"Paragraph Development","E",4
"236",00304904,0.01488,466.388,0.1805,2480,2479,0,0,0,0,"Paragraph Development","M",4
"237",00305326,0.01521,547.223,0.2514,2480,2479,0,0,0,0,"Paragraph Development","D",3
"238",00306002,0.01558,474.557,0.2000,2480,2479,0,0,0,0,"Paragraph Development","A",3
"239",00304908,0.01564,516.498,0.2221,2480,2479,0,0,0,0,"Paragraph Development","M",2
"240",00304900,0.01566,488.461,0.2141,2480,2479,0,0,0,0,"Paragraph Development","M",3
"241",00305312,0.01617,516.543,0.2273,2480,2479,0,0,0,0,"Paragraph Development","D",3
"242",00305556,0.01624,465.880,0.2000,2480,2479,0,0,0,0,"Paragraph Development","D",1
"243",00305128,0.01636,460.568,0.1829,2480,2479,0,0,0,0,"Paragraph Development","M",1
"244",00305110,0.01642,472.576,0.2144,2480,2479,0,0,0,0,"Paragraph Development","M",3
"245",00304452,0.01738,467.531,0.2046,2480,2479,0,0,0,0,"Paragraph Development","E",3
"246",00305570,0.01773,466.228,0.2150,2480,2479,0,0,0,0,"Paragraph Development","D",3
"247",00304920,0.01808,562.784,0.2846,2480,2479,0,0,0,0,"Paragraph Development","M",3
"248",00305540,0.01830,520.902,0.2292,2480,2479,0,0,0,0,"Paragraph Development","D",4
"249",00304684,0.01836,440.611,0.1924,2480,2479,0,0,0,0,"Paragraph Development","E",1
"250",00305332,0.01866,612.115,0.1930,2480,2479,0,0,0,0,"Paragraph Development","D",2
"251",00304674,0.01867,503.795,0.2007,2480,2479,0,0,0,0,"Paragraph Development","E",2
"252",00305112,0.01892,544.603,0.2707,2480,2479,0,0,0,0,"Paragraph Development","M",3
"253",00305304,0.01931,539.310,0.2414,2480,2479,0,0,0,0,"Paragraph Development","D",2
"254",00304662,0.01981,447.750,0.1808,2480,2479,0,0,0,0,"Paragraph Development","E",1
"255",00304450,0.02003,426.759,0.2000,2480,2479,0,0,0,0,"Paragraph Development","E",1
"256",00305136,0.02027,455.355,0.1841,2480,2479,0,0,0,0,"Paragraph Development","M",3
"257",00305134,0.02061,460.614,0.2030,2480,2479,0,0,0,0,"Paragraph Development","M",2
"258",00304670,0.02066,507.017,0.1929,2480,2479,0,0,0,0,"Paragraph Development","E",3
"259",00304916,0.02116,467.136,0.2225,2480,2479,0,0,0,0,"Paragraph Development","M",2
"260",00305974,0.02162,479.422,0.2168,2480,2479,0,0,0,0,"Paragraph Development","A",3
"261",00305996,0.02177,602.749,0.2977,2480,2479,0,0,0,0,"Paragraph Development","A",2
"262",00305566,0.02290,497.987,0.2306,2480,2479,0,0,0,0,"Paragraph Development","D",2
"263",00305542,0.02295,545.433,0.2273,2480,2479,0,0,0,0,"Paragraph Development","D",2
"264",00305548,0.02307,602.334,0.1949,2480,2479,0,0,0,0,"Paragraph Development","A",2
"265",00305984,0.02319,486.845,0.1940,2480,2479,0,0,0,0,"Paragraph Development","A",1
"266",00305782,0.02361,475.582,0.1655,2480,2479,0,0,0,0,"Paragraph Development","A",4
"267",00305336,0.02457,477.160,0.2129,2480,2479,0,0,0,0,"Paragraph Development","D",4
"268",00304466,0.02554,467.291,0.1917,2480,2479,0,0,0,0,"Paragraph Development","E",2
"269",00304456,0.02640,473.658,0.2267,2480,2479,0,0,0,0,"Paragraph Development","E",2
"270",00306004,0.02754,506.365,0.2199,2480,2479,0,0,0,0,"Paragraph Development","A",4
"271",00305552,0.02754,635.633,0.1879,2480,2479,0,0,0,0,"Paragraph Development","A",1
"272",00304458,0.02759,550.070,0.2300,2480,2479,0,0,0,0,"Paragraph Development","E",3
"273",00304462,0.02928,421.430,0.1849,2480,2479,0,0,0,0,"Paragraph Development","E",4
"274",00304444,0.03141,462.273,0.2081,2480,2479,0,0,0,0,"Paragraph Development","E",4
"275",00304468,0.03221,432.486,0.2088,2480,2479,0,0,0,0,"Paragraph Development","E",3
"276",00305720,0.00815,538.295,0.2000,2481,2481,0,0,0,0,"Capitalization","A",1
"277",00305940,0.00819,620.798,0.2180,2481,2481,0,0,0,0,"Capitalization","A",3
"278",00305184,0.00897,514.339,0.2000,2481,2481,506,558,2,506,"Capitalization","M",3
"279",00305516,0.01080,538.732,0.2136,2481,2481,0,0,0,0,"Capitalization","D",3
"280",00304728,0.01110,441.558,0.2000,2481,2481,016,020,1,016,"Capitalization","E",2
"281",00304830,0.01143,464.855,0.1874,2481,2481,0,0,0,0,"Capitalization","M",4
"282",00305266,0.01181,515.913,0.2000,2481,2481,0,0,0,0,"Capitalization","A",1
"283",00305218,0.01229,475.162,0.2000,2481,2481,507,559,1,507,"Capitalization","M",2
"284",00305932,0.01263,511.623,0.2362,2481,2481,0,0,0,0,"Capitalization","A",3
"285",00305370,0.01285,545.958,0.2073,2481,2481,512,544,2,512,"Capitalization","D",1
"286",00304760,0.01295,523.160,0.2088,2481,2481,018,025,1,018,"Capitalization","E",3
"287",00305872,0.01416,509.853,0.2000,2481,2481,003,005,3,003,"Capitalization","A",2
"288",00305284,0.01480,486.043,0.2177,2481,2481,0,0,0,0,"Capitalization","D",4
"289",00305640,0.01491,476.661,0.2189,2481,2481,010,016,2,010,"Capitalization","D",1
"290",00304394,0.01501,454.265,0.1961,2481,2481,0,0,0,0,"Capitalization","E",4
"291",00305272,0.01505,538.912,0.2482,2481,2481,0,0,0,0,"Capitalization","D",2
"292",00304968,0.01513,441.653,0.1854,2481,2481,011,026,2,011,"Capitalization","M",3
"293",00305444,0.01513,526.358,0.2257,2481,2481,009,014,3,009,"Capitalization","D",2
"294",00305486,0.01531,533.535,0.2665,2481,2481,0,0,0,0,"Capitalization","D",2
"295",00304522,0.01532,482.056,0.2000,2481,2481,015,019,2,015,"Capitalization","E",4
"296",00304836,0.01540,491.993,0.2066,2481,2481,0,0,0,0,"Capitalization","M",2
