"Obs","ctb_item_id","ctb_level_id","ctb_answer_key","ctb_objective_id","ctb_objective_title","a_SS","b_SS","c_par"
"146",298527,"A",1,2463,"Structural Unit",0.01836,621.220,0.1933
"147",298481,"A",4,2463,"Structural Unit",0.01842,623.340,0.1934
"148",298669,"D",3,2463,"Structural Unit",0.01868,578.578,0.2592
"149",298987,"M",3,2463,"Structural Unit",0.01875,521.644,0.2752
"150",298877,"E",3,2463,"Structural Unit",0.01971,478.055,0.2879
"151",298889,"E",1,2463,"Structural Unit",0.01991,513.139,0.2295
"152",298651,"D",2,2463,"Structural Unit",0.02020,602.404,0.2619
"153",298547,"A",1,2463,"Structural Unit",0.02021,542.767,0.1861
"154",298705,"D",1,2463,"Structural Unit",0.02045,582.586,0.2293
"155",298567,"A",3,2463,"Structural Unit",0.02056,563.306,0.2508
"156",298565,"A",1,2463,"Structural Unit",0.02196,532.544,0.2955
"157",298993,"M",1,2463,"Structural Unit",0.02305,454.783,0.2667
"158",298641,"D",1,2463,"Structural Unit",0.02357,585.076,0.1969
"159",298845,"E",4,2463,"Structural Unit",0.02406,470.512,0.2128
"160",299045,"M",3,2463,"Structural Unit",0.02597,491.586,0.3134

