"Obs","ctb_item_id","ctb_level_id","ctb_answer_key","ctb_objective_id","ctb_objective_title","a_SS","b_SS","c_par"
"43",308792,"M",2,2498,"Number and Number Operations",0.01834,502.361,0.1461
"44",309656,"A",3,2498,"Number and Number Operations",0.01906,596.696,0.2477
"45",308676,"M",4,2498,"Number and Number Operations",0.01925,423.385,0.2000
"46",309526,"A",4,2498,"Number and Number Operations",0.02033,693.652,0.1671
"47",309092,"D",1,2498,"Number and Number Operations",0.02050,613.068,0.1902
"48",309366,"D",1,2498,"Number and Number Operations",0.02054,570.310,0.2420
"49",306311,"E",3,2498,"Number and Number Operations",0.02086,462.971,0.2368
"50",306177,"E",3,2498,"Number and Number Operations",0.02106,535.304,0.2416
"51",309118,"D",2,2498,"Number and Number Operations",0.02107,578.636,0.2172
"52",308606,"M",4,2498,"Number and Number Operations",0.02146,550.655,0.1360
"53",308886,"M",1,2498,"Number and Number Operations",0.02147,498.608,0.1881
"54",309610,"A",4,2498,"Number and Number Operations",0.02150,665.265,0.1909
"55",306207,"E",3,2498,"Number and Number Operations",0.02156,424.743,0.1944
"56",306309,"E",1,2498,"Number and Number Operations",0.02161,422.534,0.1964
"57",306341,"E",4,2498,"Number and Number Operations",0.02188,424.788,0.2388
"58",309654,"A",3,2498,"Number and Number Operations",0.02195,655.049,0.2074
"59",309010,"D",3,2498,"Number and Number Operations",0.02235,580.585,0.2643
"60",306353,"E",4,2498,"Number and Number Operations",0.02248,417.199,0.1741
"61",306199,"E",1,2498,"Number and Number Operations",0.02257,394.802,0.2000
"62",306349,"E",4,2498,"Number and Number Operations",0.02290,462.927,0.1378
"63",309176,"D",3,2498,"Number and Number Operations",0.02301,646.180,0.2519
"64",309604,"A",3,2498,"Number and Number Operations",0.02327,593.138,0.2235
"65",306259,"E",1,2498,"Number and Number Operations",0.02547,480.509,0.3210
"66",306351,"E",3,2498,"Number and Number Operations",0.02600,421.263,0.2019
"67",308622,"M",4,2498,"Number and Number Operations",0.02787,529.264,0.1229
"68",309602,"A",1,2498,"Number and Number Operations",0.02861,642.405,0.1959
"69",309014,"D",2,2499,"Computation in Context",0.00845,629.042,0.2056
"70",309354,"D",3,2499,"Computation in Context",0.00871,607.839,0.2000
"71",309146,"D",2,2499,"Computation in Context",0.00921,464.216,0.2000
"72",309406,"A",2,2499,"Computation in Context",0.00955,621.016,0.2521
"73",309392,"A",2,2499,"Computation in Context",0.01215,545.577,0.2000
"74",309312,"D",2,2499,"Computation in Context",0.01216,452.441,0.2000
"75",309658,"A",4,2499,"Computation in Context",0.01376,614.584,0.1503
"76",309026,"D",3,2499,"Computation in Context",0.01463,520.951,0.1906
"77",308880,"M",3,2499,"Computation in Context",0.01485,517.909,0.2182
"78",306403,"E",4,2499,"Computation in Context",0.01501,450.399,0.2000
"79",306525,"E",3,2499,"Computation in Context",0.01512,434.122,0.2000
"80",308742,"M",3,2499,"Computation in Context",0.01529,433.645,0.2000
"81",308584,"M",1,2499,"Computation in Context",0.01562,428.102,0.2012
"82",306271,"E",4,2499,"Computation in Context",0.01589,415.788,0.1947
"83",308892,"M",3,2499,"Computation in Context",0.01592,479.837,0.2169
"84",308690,"M",1,2499,"Computation in Context",0.01603,453.419,0.2037
"85",309054,"D",4,2499,"Computation in Context",0.01606,566.084,0.1457
"86",309434,"A",3,2499,"Computation in Context",0.01648,587.488,0.2193
"87",306401,"E",2,2499,"Computation in Context",0.01656,405.861,0.2022
"88",308768,"M",3,2499,"Computation in Context",0.01661,444.272,0.2000
"89",309464,"A",4,2499,"Computation in Context",0.01723,600.607,0.2169
"90",306245,"E",3,2499,"Computation in Context",0.01765,441.112,0.1827
"91",306179,"E",1,2499,"Computation in Context",0.01793,415.949,0.2000
"92",309038,"D",3,2499,"Computation in Context",0.01803,566.726,0.1627
"93",309386,"A",1,2499,"Computation in Context",0.01814,542.218,0.1763
"94",309540,"A",4,2499,"Computation in Context",0.01832,557.391,0.1498
"95",309576,"A",1,2499,"Computation in Context",0.01877,624.755,0.2279
"96",309206,"D",4,2499,"Computation in Context",0.01887,477.675,0.1781
"97",308662,"M",3,2499,"Computation in Context",0.01929,572.062,0.2822
"98",306407,"E",3,2499,"Computation in Context",0.01995,415.671,0.2031
"99",306291,"E",3,2499,"Computation in Context",0.02215,470.693,0.2801
"100",306191,"E",2,2499,"Computation in Context",0.02244,411.460,0.1768
"101",308636,"M",2,2499,"Computation in Context",0.02355,524.320,0.2352
"102",306357,"E",3,2499,"Computation in Context",0.02397,429.611,0.1964
"103",308608,"M",4,2499,"Computation in Context",0.02756,537.278,0.1324
"104",306539,"E",3,2499,"Computation in Context",0.02857,455.232,0.2873
"105",306505,"E",2,2499,"Computation in Context",0.03019,460.033,0.2278
"106",309348,"D",3,2499,"Computation in Context",0.03049,577.939,0.2765
"107",306329,"E",2,2499,"Computation in Context",0.03163,507.315,0.2764
"108",308932,"M",3,2500,"Estimation",0.00726,477.659,0.1956
"109",309430,"A",3,2500,"Estimation",0.00811,509.816,0.2000
"110",309168,"D",3,2500,"Estimation",0.00932,565.359,0.2000
"111",308814,"M",3,2500,"Estimation",0.00972,488.955,0.2000
"112",309024,"D",2,2500,"Estimation",0.01015,487.909,0.2000
"113",309578,"A",4,2500,"Estimation",0.01023,548.701,0.2000
"114",309114,"D",3,2500,"Estimation",0.01055,578.128,0.1965
"115",306477,"E",3,2500,"Estimation",0.01105,476.331,0.2000
"116",308786,"M",2,2500,"Estimation",0.01143,562.168,0.1762
"117",308682,"M",4,2500,"Estimation",0.01160,444.690,0.2000
"118",309218,"D",4,2500,"Estimation",0.01195,520.815,0.1813
"119",308782,"M",3,2500,"Estimation",0.01210,445.369,0.2122
"120",306223,"E",2,2500,"Estimation",0.01360,521.241,0.2258
"121",309584,"A",2,2500,"Estimation",0.01388,531.544,0.1879
"122",309502,"A",2,2500,"Estimation",0.01389,506.457,0.2082
"123",309590,"A",2,2500,"Estimation",0.01396,528.192,0.1649
"124",306225,"E",3,2500,"Estimation",0.01518,486.545,0.2269
"125",309086,"D",1,2500,"Estimation",0.01524,459.223,0.2000
"126",306451,"E",3,2500,"Estimation",0.01527,570.513,0.2261
"127",306429,"E",4,2500,"Estimation",0.01539,444.920,0.1729
"128",308722,"M",2,2500,"Estimation",0.01569,538.904,0.2707
"129",309008,"D",2,2500,"Estimation",0.01575,506.213,0.2043
"130",309646,"A",4,2500,"Estimation",0.01577,557.134,0.1924
"131",308978,"D",3,2500,"Estimation",0.01613,464.574,0.2000
"132",309006,"D",3,2500,"Estimation",0.01626,586.333,0.2102
"133",309230,"D",2,2500,"Estimation",0.01701,522.061,0.2110
"134",308646,"M",3,2500,"Estimation",0.01769,491.446,0.2334
"135",308730,"M",2,2500,"Estimation",0.01778,519.779,0.2002
"136",309690,"A",4,2500,"Estimation",0.01863,625.884,0.1513
"137",306269,"E",3,2500,"Estimation",0.01899,408.252,0.1796
"138",306511,"E",3,2500,"Estimation",0.01901,517.571,0.1737
"139",309642,"A",3,2500,"Estimation",0.01903,597.335,0.2165
"140",306411,"E",4,2500,"Estimation",0.01906,437.158,0.1647
"141",306421,"E",3,2500,"Estimation",0.01953,451.669,0.2179
"142",308830,"M",3,2500,"Estimation",0.01976,493.360,0.2456
"143",306333,"E",2,2500,"Estimation",0.02066,430.667,0.2092
"144",309116,"D",4,2500,"Estimation",0.02097,472.057,0.1771
"145",309758,"A",1,2501,"Measurement",0.00903,604.826,0.1919
"146",309212,"D",4,2501,"Measurement",0.00923,511.483,0.2000
"147",308898,"M",3,2501,"Measurement",0.00940,558.280,0.1725
"148",306261,"E",1,2501,"Measurement",0.00944,512.986,0.2000
"149",309754,"A",3,2501,"Measurement",0.00969,607.188,0.1817
"150",309662,"A",4,2501,"Measurement",0.01004,633.551,0.2000
"151",309120,"D",3,2501,"Measurement",0.01026,484.837,0.2000
"152",309110,"D",2,2501,"Measurement",0.01028,557.053,0.1914
"153",309558,"A",2,2501,"Measurement",0.01057,611.449,0.2434
"154",309066,"D",3,2501,"Measurement",0.01110,618.286,0.2216
"155",309450,"A",3,2501,"Measurement",0.01126,521.496,0.2000
"156",309294,"D",3,2501,"Measurement",0.01129,474.445,0.2000
"157",309296,"D",2,2501,"Measurement",0.01137,514.530,0.1820
"158",308818,"M",3,2501,"Measurement",0.01185,491.118,0.2000
"159",309046,"D",4,2501,"Measurement",0.01212,587.963,0.1856
"160",308720,"M",2,2501,"Measurement",0.01275,405.338,0.1934
"161",308600,"M",1,2501,"Measurement",0.01284,508.418,0.1988
"162",309044,"D",3,2501,"Measurement",0.01361,528.329,0.1944
"163",309488,"A",3,2501,"Measurement",0.01368,605.279,0.2482
"164",308828,"M",1,2501,"Measurement",0.01398,636.822,0.2107
"165",309722,"A",3,2501,"Measurement",0.01410,498.253,0.2000
"166",306529,"E",1,2501,"Measurement",0.01430,436.251,0.2000
"167",308660,"M",2,2501,"Measurement",0.01570,587.106,0.2399
"168",308962,"M",3,2501,"Measurement",0.01573,505.269,0.1893
"169",309532,"A",2,2501,"Measurement",0.01610,652.943,0.2425
"170",306331,"E",3,2501,"Measurement",0.01617,469.617,0.2106
"171",306217,"E",2,2501,"Measurement",0.01628,349.220,0.2104
"172",306413,"E",1,2501,"Measurement",0.01662,411.552,0.2140
"173",306431,"E",4,2501,"Measurement",0.01679,387.874,0.2000
"174",309368,"D",3,2501,"Measurement",0.01706,525.729,0.2023
"175",309474,"A",3,2501,"Measurement",0.01832,595.300,0.2730
"176",306399,"E",3,2501,"Measurement",0.01854,371.476,0.1996
"177",309478,"A",3,2501,"Measurement",0.01916,578.459,0.2520
"178",308808,"M",3,2501,"Measurement",0.01918,546.602,0.2258
"179",306193,"E",2,2501,"Measurement",0.01925,385.552,0.1999
"180",308940,"M",2,2501,"Measurement",0.01930,526.189,0.2918
"181",309288,"D",1,2501,"Measurement",0.01935,583.644,0.2047
"182",308718,"M",3,2501,"Measurement",0.01960,563.345,0.2332
"183",309534,"A",1,2501,"Measurement",0.02111,596.182,0.1870
"184",309052,"D",1,2501,"Measurement",0.02237,551.685,0.1743
"185",309370,"D",2,2501,"Measurement",0.02450,609.734,0.3083
"186",306197,"E",2,2501,"Measurement",0.02571,412.120,0.2650
"187",306201,"E",1,2501,"Measurement",0.02573,421.938,0.2148
"188",309418,"A",4,2501,"Measurement",0.02822,598.772,0.1783
"189",308604,"M",2,2501,"Measurement",0.03024,527.050,0.1867
"190",308896,"M",2,2501,"Measurement",0.03057,584.621,0.2714
"191",308998,"D",4,2502,"Geometry and Spatial Sense",0.00649,398.061,0.2000
"192",309136,"D",1,2502,"Geometry and Spatial Sense",0.00687,587.858,0.2000
"193",309556,"A",3,2502,"Geometry and Spatial Sense",0.00704,530.859,0.2000
"194",309254,"D",1,2502,"Geometry and Spatial Sense",0.00876,592.712,0.1908
"195",309304,"D",3,2502,"Geometry and Spatial Sense",0.00928,532.947,0.2000
"196",308692,"M",4,2502,"Geometry and Spatial Sense",0.00953,578.462,0.1591
"197",309452,"A",4,2502,"Geometry and Spatial Sense",0.00966,595.079,0.2000
"198",308750,"M",4,2502,"Geometry and Spatial Sense",0.01027,537.478,0.1655
"199",308668,"M",4,2502,"Geometry and Spatial Sense",0.01047,353.621,0.2000
"200",308698,"M",1,2502,"Geometry and Spatial Sense",0.01075,448.423,0.2000
"201",308950,"M",1,2502,"Geometry and Spatial Sense",0.01130,421.934,0.2000
"202",309068,"D",4,2502,"Geometry and Spatial Sense",0.01183,638.622,0.1819
"203",306321,"E",2,2502,"Geometry and Spatial Sense",0.01201,507.748,0.2228
"204",306487,"E",3,2502,"Geometry and Spatial Sense",0.01243,474.294,0.2611
"205",306255,"E",1,2502,"Geometry and Spatial Sense",0.01244,559.388,0.1502
"206",309060,"D",4,2502,"Geometry and Spatial Sense",0.01253,575.255,0.1727
"207",308746,"M",1,2502,"Geometry and Spatial Sense",0.01256,281.322,0.2000
"208",309454,"A",4,2502,"Geometry and Spatial Sense",0.01285,573.993,0.2000
"209",308916,"M",1,2502,"Geometry and Spatial Sense",0.01302,566.155,0.2732
"210",309552,"A",1,2502,"Geometry and Spatial Sense",0.01315,541.610,0.2000
"211",308958,"M",1,2502,"Geometry and Spatial Sense",0.01316,499.576,0.1609
"212",308700,"M",3,2502,"Geometry and Spatial Sense",0.01334,345.265,0.2000
"213",306293,"E",4,2502,"Geometry and Spatial Sense",0.01352,451.867,0.2000
"214",309486,"A",4,2502,"Geometry and Spatial Sense",0.01359,596.750,0.1533
"215",306275,"E",1,2502,"Geometry and Spatial Sense",0.01372,363.043,0.2000
"216",308672,"M",4,2502,"Geometry and Spatial Sense",0.01389,392.084,0.2000
"217",309762,"A",2,2502,"Geometry and Spatial Sense",0.01431,621.300,0.2433
"218",306455,"E",4,2502,"Geometry and Spatial Sense",0.01443,425.921,0.2000
"219",309476,"A",2,2502,"Geometry and Spatial Sense",0.01449,563.897,0.2194
"220",309270,"D",1,2502,"Geometry and Spatial Sense",0.01449,566.242,0.1777
"221",309660,"A",2,2502,"Geometry and Spatial Sense",0.01488,620.217,0.2776
"222",309752,"A",1,2502,"Geometry and Spatial Sense",0.01598,526.510,0.2000
"223",309356,"D",1,2502,"Geometry and Spatial Sense",0.01688,573.050,0.2103
"224",306267,"E",4,2502,"Geometry and Spatial Sense",0.01710,410.221,0.2000
"225",306449,"E",4,2502,"Geometry and Spatial Sense",0.01772,362.406,0.2000
"226",309760,"A",1,2502,"Geometry and Spatial Sense",0.01792,577.704,0.2293
"227",309064,"D",2,2502,"Geometry and Spatial Sense",0.01812,540.504,0.2343
"228",309482,"A",2,2502,"Geometry and Spatial Sense",0.01895,638.564,0.2574
"229",306265,"E",4,2502,"Geometry and Spatial Sense",0.01949,494.560,0.2052
"230",309158,"D",1,2502,"Geometry and Spatial Sense",0.01961,683.011,0.2782
"231",309550,"A",4,2502,"Geometry and Spatial Sense",0.01983,490.410,0.2000
"232",309072,"D",3,2502,"Geometry and Spatial Sense",0.01984,588.494,0.2174
"233",308956,"M",2,2502,"Geometry and Spatial Sense",0.02036,416.800,0.2007
"234",306425,"E",1,2502,"Geometry and Spatial Sense",0.02061,402.393,0.2159
"235",308694,"M",1,2502,"Geometry and Spatial Sense",0.02192,526.621,0.2364
"236",309048,"D",1,2502,"Geometry and Spatial Sense",0.02198,629.466,0.2232
"237",309684,"A",2,2503,"Data Analysis",0.00682,757.661,0.3130
"238",308612,"M",3,2503,"Data Analysis",0.00904,424.363,0.2000
"239",309144,"D",4,2503,"Data Analysis",0.01103,433.746,0.2000
"240",309314,"D",4,2503,"Data Analysis",0.01139,452.668,0.2000
"241",308610,"M",1,2503,"Data Analysis",0.01157,526.989,0.1401
"242",309172,"D",4,2503,"Data Analysis",0.01183,517.294,0.2000
"243",309710,"A",1,2503,"Data Analysis",0.01238,673.097,0.2837
"244",306281,"E",1,2503,"Data Analysis",0.01263,452.967,0.2000
"245",306263,"E",4,2503,"Data Analysis",0.01311,464.737,0.1928
"246",308582,"M",2,2503,"Data Analysis",0.01325,370.396,0.2000
"247",309678,"A",3,2503,"Data Analysis",0.01330,545.697,0.2288
"248",309636,"A",4,2503,"Data Analysis",0.01332,587.738,0.1753
"249",309432,"A",4,2503,"Data Analysis",0.01349,460.877,0.2000
"250",309410,"A",2,2503,"Data Analysis",0.01355,699.585,0.2491
"251",309408,"A",3,2503,"Data Analysis",0.01362,515.095,0.2179
"252",306547,"E",4,2503,"Data Analysis",0.01378,450.152,0.2000
"253",309416,"A",2,2503,"Data Analysis",0.01382,656.267,0.2457
"254",308590,"M",2,2503,"Data Analysis",0.01389,469.621,0.2000
"255",309022,"D",4,2503,"Data Analysis",0.01410,509.681,0.1886
"256",308832,"M",2,2503,"Data Analysis",0.01429,421.383,0.2000
"257",308744,"M",2,2503,"Data Analysis",0.01446,521.428,0.2558
"258",309680,"A",1,2503,"Data Analysis",0.01467,481.359,0.2000
"259",309084,"D",2,2503,"Data Analysis",0.01514,435.559,0.2000
"260",309460,"A",3,2503,"Data Analysis",0.01535,515.674,0.1618
"261",309200,"D",2,2503,"Data Analysis",0.01581,474.750,0.1818
"262",306493,"E",2,2503,"Data Analysis",0.01611,447.747,0.2284
"263",308850,"M",4,2503,"Data Analysis",0.01639,547.701,0.1404
"264",309390,"A",4,2503,"Data Analysis",0.01653,540.956,0.1480
"265",306475,"E",1,2503,"Data Analysis",0.01699,442.198,0.1979
"266",309170,"D",1,2503,"Data Analysis",0.01729,478.983,0.2000
"267",308696,"M",4,2503,"Data Analysis",0.01745,453.043,0.2000
"268",309632,"A",3,2503,"Data Analysis",0.01751,631.864,0.2066
"269",306457,"E",4,2503,"Data Analysis",0.01836,440.515,0.2125
"270",309364,"D",1,2503,"Data Analysis",0.01858,553.459,0.1779
"271",308852,"M",4,2503,"Data Analysis",0.01872,473.330,0.1962
"272",306541,"E",4,2503,"Data Analysis",0.01898,396.680,0.2000
"273",309316,"D",1,2503,"Data Analysis",0.01949,501.755,0.1886
"274",309630,"A",1,2503,"Data Analysis",0.01951,566.620,0.2116
"275",306221,"E",2,2503,"Data Analysis",0.01993,398.173,0.2289
"276",306521,"E",1,2503,"Data Analysis",0.02014,382.608,0.1955
"277",309400,"A",1,2503,"Data Analysis",0.02098,637.775,0.1371
"278",309126,"D",2,2503,"Data Analysis",0.02105,595.957,0.2466
"279",306459,"E",1,2503,"Data Analysis",0.02125,473.592,0.2302
"280",306509,"E",4,2503,"Data Analysis",0.02128,460.757,0.2006
"281",309624,"A",4,2503,"Data Analysis",0.02148,492.368,0.2026
"282",309124,"D",3,2503,"Data Analysis",0.02151,573.159,0.2070
"283",308840,"M",4,2503,"Data Analysis",0.02206,500.762,0.1885
"284",309036,"D",4,2503,"Data Analysis",0.02214,510.366,0.1509
"285",309082,"D",3,2503,"Data Analysis",0.02306,425.137,0.2000
"286",308738,"M",4,2503,"Data Analysis",0.02439,413.896,0.2000
"287",306219,"E",4,2503,"Data Analysis",0.02466,503.428,0.1900
"288",308834,"M",1,2503,"Data Analysis",0.03057,523.131,0.1621
"289",308856,"M",2,2503,"Data Analysis",0.03057,548.256,0.2529
"290",306531,"E",4,2503,"Data Analysis",0.03163,444.594,0.2380
"291",306481,"E",4,2504,"Statistics and Probability",0.00360,711.475,0.2000
"292",308630,"M",1,2504,"Statistics and Probability",0.00412,591.284,0.2000
"293",309208,"D",2,2504,"Statistics and Probability",0.00804,589.668,0.1967
"294",309106,"D",4,2504,"Statistics and Probability",0.00954,667.180,0.1875
"295",308626,"M",4,2504,"Statistics and Probability",0.00981,479.858,0.2000
"296",309742,"A",2,2504,"Statistics and Probability",0.00995,759.094,0.3081
"297",309594,"A",4,2504,"Statistics and Probability",0.01021,588.161,0.1631
"298",309696,"A",4,2504,"Statistics and Probability",0.01067,647.722,0.2000
"299",309704,"A",1,2504,"Statistics and Probability",0.01270,681.680,0.2312
"300",309198,"D",3,2504,"Statistics and Probability",0.01318,546.787,0.1731
"301",306285,"E",2,2504,"Statistics and Probability",0.01322,504.522,0.2611
"302",308804,"M",4,2504,"Statistics and Probability",0.01326,656.215,0.1343
"303",309570,"A",2,2504,"Statistics and Probability",0.01351,699.901,0.2682
"304",309128,"D",4,2504,"Statistics and Probability",0.01415,627.455,0.2084
"305",309030,"M",2,2504,"Statistics and Probability",0.01426,548.897,0.2202
"306",309016,"D",1,2504,"Statistics and Probability",0.01557,621.508,0.1741
"307",308800,"M",1,2504,"Statistics and Probability",0.01626,562.489,0.2110
"308",306533,"E",4,2504,"Statistics and Probability",0.01709,406.581,0.2074
"309",308844,"M",3,2504,"Statistics and Probability",0.01728,436.398,0.2000
"310",306437,"E",4,2504,"Statistics and Probability",0.01745,505.124,0.2107
"311",309688,"A",1,2504,"Statistics and Probability",0.01777,575.796,0.1556
"312",309210,"D",2,2504,"Statistics and Probability",0.01782,584.108,0.2881
"313",309490,"A",3,2504,"Statistics and Probability",0.01876,563.426,0.1816
"314",308836,"M",3,2504,"Statistics and Probability",0.01885,570.671,0.1874
"315",309234,"D",2,2504,"Statistics and Probability",0.01920,647.346,0.2477
"316",308686,"M",2,2504,"Statistics and Probability",0.02119,557.467,0.1348
"317",306379,"E",2,2504,"Statistics and Probability",0.02306,455.242,0.2330
"318",309140,"D",2,2504,"Statistics and Probability",0.02595,590.828,0.1923
"319",306381,"E",2,2504,"Statistics and Probability",0.02634,495.937,0.1667
"320",309622,"A",3,2504,"Statistics and Probability",0.02656,597.389,0.2639
"321",306335,"E",3,2504,"Statistics and Probability",0.02683,459.643,0.2282
"322",306213,"E",2,2504,"Statistics and Probability",0.02781,486.893,0.2847
"323",309702,"A",2,2505,"Patterns, Functions, Algebra",0.00631,565.582,0.2000
"324",309334,"D",3,2505,"Patterns, Functions, Algebra",0.00685,557.200,0.2000
"325",309440,"A",3,2505,"Patterns, Functions, Algebra",0.00732,632.872,0.2076
"326",309548,"A",1,2505,"Patterns, Functions, Algebra",0.00850,611.085,0.1991
"327",308980,"D",1,2505,"Patterns, Functions, Algebra",0.00966,521.916,0.2000
"328",309322,"D",3,2505,"Patterns, Functions, Algebra",0.00982,536.628,0.1848
"329",309380,"A",3,2505,"Patterns, Functions, Algebra",0.01054,534.225,0.2045
"330",309544,"A",2,2505,"Patterns, Functions, Algebra",0.01056,745.891,0.2464
"331",309500,"A",1,2505,"Patterns, Functions, Algebra",0.01058,460.746,0.2000
"332",309668,"A",3,2505,"Patterns, Functions, Algebra",0.01163,552.071,0.2170
"333",308972,"M",3,2505,"Patterns, Functions, Algebra",0.01219,565.099,0.2081
"334",309284,"D",4,2505,"Patterns, Functions, Algebra",0.01269,627.320,0.1707
"335",306231,"E",1,2505,"Patterns, Functions, Algebra",0.01284,421.107,0.2000
"336",309592,"A",1,2505,"Patterns, Functions, Algebra",0.01296,610.470,0.2667
"337",309520,"A",1,2505,"Patterns, Functions, Algebra",0.01337,592.885,0.2152
"338",309770,"A",3,2505,"Patterns, Functions, Algebra",0.01338,634.670,0.2720
"339",306559,"E",1,2505,"Patterns, Functions, Algebra",0.01406,477.458,0.2000
"340",308914,"M",1,2505,"Patterns, Functions, Algebra",0.01418,527.138,0.1750
"341",309298,"D",2,2505,"Patterns, Functions, Algebra",0.01434,656.590,0.1740
"342",309138,"D",4,2505,"Patterns, Functions, Algebra",0.01437,538.050,0.1790
"343",309724,"A",1,2505,"Patterns, Functions, Algebra",0.01472,530.928,0.1731
"344",308632,"M",2,2505,"Patterns, Functions, Algebra",0.01507,467.186,0.2218
"345",306185,"E",2,2505,"Patterns, Functions, Algebra",0.01546,365.341,0.2000
"346",308766,"M",3,2505,"Patterns, Functions, Algebra",0.01567,542.090,0.1910
"347",308578,"M",2,2505,"Patterns, Functions, Algebra",0.01644,429.900,0.1793
"348",309336,"D",3,2505,"Patterns, Functions, Algebra",0.01672,592.560,0.2140
"349",308902,"M",4,2505,"Patterns, Functions, Algebra",0.01679,381.481,0.2000
"350",309494,"A",2,2505,"Patterns, Functions, Algebra",0.01704,650.124,0.2819
"351",306181,"E",4,2505,"Patterns, Functions, Algebra",0.01722,386.027,0.2125
"352",309156,"D",2,2505,"Patterns, Functions, Algebra",0.01728,579.501,0.2519
"353",309224,"D",2,2505,"Patterns, Functions, Algebra",0.01755,611.234,0.2236
"354",308946,"M",2,2505,"Patterns, Functions, Algebra",0.01757,508.581,0.2310
"355",309346,"D",3,2505,"Patterns, Functions, Algebra",0.01812,501.574,0.1934
"356",308732,"M",1,2505,"Patterns, Functions, Algebra",0.01842,452.192,0.2000
"357",306209,"E",1,2505,"Patterns, Functions, Algebra",0.01873,465.902,0.2041
"358",309652,"A",1,2505,"Patterns, Functions, Algebra",0.01887,579.084,0.2181
"359",308912,"M",4,2505,"Patterns, Functions, Algebra",0.01888,544.537,0.1746
"360",309426,"A",3,2505,"Patterns, Functions, Algebra",0.01920,608.546,0.2202
"361",306319,"E",2,2505,"Patterns, Functions, Algebra",0.01932,463.072,0.2350
"362",306555,"E",3,2505,"Patterns, Functions, Algebra",0.01942,413.800,0.2102
"363",306339,"E",2,2505,"Patterns, Functions, Algebra",0.02040,426.380,0.2748
"364",309340,"D",1,2505,"Patterns, Functions, Algebra",0.02263,629.977,0.1933
"365",309362,"D",1,2505,"Patterns, Functions, Algebra",0.02616,638.152,0.2051
"366",309522,"A",1,2505,"Patterns, Functions, Algebra",0.02861,645.285,0.2136
"367",309746,"A",4,2505,"Patterns, Functions, Algebra",0.02861,722.346,0.1772
