"Obs","ctb_item_id","ctb_level_id","ctb_answer_key","ctb_objective_id","ctb_objective_title","a_SS","b_SS","c_par"
"90",300043,"E",2,3124,"Multiply Whole Numbers",0.02255,386.646,0.1500
"91",299905,"E",2,3124,"Multiply Whole Numbers",0.02450,439.598,0.2469
"92",300085,"E",2,3124,"Multiply Whole Numbers",0.02602,417.267,0.1967
"93",300373,"E",1,3124,"Multiply Whole Numbers",0.02652,395.601,0.1555
"94",300129,"E",3,3124,"Multiply Whole Numbers",0.02752,407.759,0.1538
"95",299911,"E",1,3124,"Multiply Whole Numbers",0.02846,388.075,0.1465
"96",299875,"E",1,3124,"Multiply Whole Numbers",0.02894,396.216,0.1396
"97",300079,"E",1,3124,"Multiply Whole Numbers",0.02937,411.417,0.1499
"98",300277,"M",3,3124,"Multiply Whole Numbers",0.03010,423.734,0.1572
"99",299663,"D",3,3125,"Divide Whole Numbers",0.00534,431.304,0.1500
"100",299539,"D",3,3125,"Divide Whole Numbers",0.00646,543.457,0.1500
"101",299619,"D",4,3125,"Divide Whole Numbers",0.00715,431.355,0.1500
"102",300379,"D",4,3125,"Divide Whole Numbers",0.01061,438.087,0.1500
"103",300371,"D",2,3125,"Divide Whole Numbers",0.01109,540.154,0.1688
"104",299597,"M",5,3125,"Divide Whole Numbers",0.01122,531.505,0.1365
"105",300207,"M",4,3125,"Divide Whole Numbers",0.01242,502.897,0.1497
"106",299755,"D",3,3125,"Divide Whole Numbers",0.01273,495.799,0.1449
"107",300283,"D",2,3125,"Divide Whole Numbers",0.01274,512.915,0.1497
"108",299625,"D",3,3125,"Divide Whole Numbers",0.01319,429.009,0.1500
"109",300459,"M",3,3125,"Divide Whole Numbers",0.01379,565.111,0.2045
"110",300433,"M",3,3125,"Divide Whole Numbers",0.01626,458.048,0.1415
"111",299767,"M",3,3125,"Divide Whole Numbers",0.01643,497.373,0.1690
"112",299513,"D",4,3125,"Divide Whole Numbers",0.01644,506.676,0.1548
"113",299529,"D",3,3125,"Divide Whole Numbers",0.01800,501.502,0.1742
"114",300483,"M",2,3125,"Divide Whole Numbers",0.01912,472.287,0.1410
"115",299895,"E",2,3125,"Divide Whole Numbers",0.02225,427.900,0.1343
"116",299923,"E",2,3125,"Divide Whole Numbers",0.02288,439.907,0.1624
"117",300233,"M",3,3125,"Divide Whole Numbers",0.02309,445.504,0.1503
"118",300493,"M",1,3125,"Divide Whole Numbers",0.02343,450.008,0.1381
"119",299959,"M",4,3125,"Divide Whole Numbers",0.02376,466.749,0.1986
"120",300353,"M",4,3125,"Divide Whole Numbers",0.02391,448.135,0.1437
"121",300295,"M",3,3125,"Divide Whole Numbers",0.02407,488.077,0.1788
"122",299845,"E",1,3125,"Divide Whole Numbers",0.02434,418.681,0.1487
"123",299993,"E",1,3125,"Divide Whole Numbers",0.02817,402.079,0.1825
"124",299945,"E",2,3125,"Divide Whole Numbers",0.02847,435.252,0.1611
"125",300107,"E",1,3125,"Divide Whole Numbers",0.02909,434.536,0.1875
"126",299465,"M",2,3125,"Divide Whole Numbers",0.03010,467.094,0.1604
"127",300047,"E",1,3125,"Divide Whole Numbers",0.03039,464.363,0.1495
"128",299823,"E",2,3125,"Divide Whole Numbers",0.03153,460.970,0.1878
"129",300117,"E",5,3125,"Divide Whole Numbers",0.03200,449.779,0.1267
"130",299907,"E",1,3125,"Divide Whole Numbers",0.03426,463.378,0.1696
"131",299929,"E",4,3125,"Divide Whole Numbers",0.03633,461.390,0.1632
"132",300113,"E",3,3125,"Divide Whole Numbers",0.03855,462.251,0.1828
"133",299953,"E",4,3125,"Divide Whole Numbers",0.03893,458.279,0.1770
"134",300125,"E",1,3125,"Divide Whole Numbers",0.03893,463.423,0.1572
"135",299967,"E",1,3125,"Divide Whole Numbers",0.03893,481.720,0.1785
"136",299961,"E",2,3125,"Divide Whole Numbers",0.03893,488.495,0.1887
"137",299637,"A",1,3126,"Decimals",0.00698,394.930,0.1500
"138",299733,"D",4,3126,"Decimals",0.00774,408.987,0.1500
"139",300191,"D",1,3126,"Decimals",0.00875,313.162,0.1500
"140",299305,"A",4,3126,"Decimals",0.00892,411.576,0.1500
"141",300449,"D",4,3126,"Decimals",0.00910,414.590,0.1500
"142",300271,"M",3,3126,"Decimals",0.00920,366.868,0.1500
"143",299257,"A",2,3126,"Decimals",0.00959,530.799,0.1500
"144",299721,"D",5,3126,"Decimals",0.01041,439.851,0.1500
"145",299715,"D",1,3126,"Decimals",0.01058,378.628,0.1500
"146",299679,"D",4,3126,"Decimals",0.01065,457.405,0.1500
"147",300399,"D",4,3126,"Decimals",0.01112,390.806,0.1500
"148",299685,"D",2,3126,"Decimals",0.01115,401.314,0.1500
"149",300485,"M",4,3126,"Decimals",0.01139,392.537,0.1500
"150",300321,"M",3,3126,"Decimals",0.01151,419.291,0.1500
"151",299293,"A",2,3126,"Decimals",0.01168,554.569,0.1500
"152",299477,"D",2,3126,"Decimals",0.01199,448.966,0.1500
"153",299483,"D",2,3126,"Decimals",0.01201,361.159,0.1500
"154",300099,"M",2,3126,"Decimals",0.01218,397.177,0.1500
"155",299161,"A",4,3126,"Decimals",0.01224,619.360,0.1261
"156",299173,"A",4,3126,"Decimals",0.01241,475.066,0.1500
"157",299497,"M",2,3126,"Decimals",0.01289,404.966,0.1500
"158",299593,"D",2,3126,"Decimals",0.01329,460.881,0.1437
"159",299947,"E",2,3126,"Decimals",0.01365,366.131,0.1500
"160",299665,"D",3,3126,"Decimals",0.01370,373.893,0.1500
"161",300443,"M",2,3126,"Decimals",0.01375,384.857,0.1510
"162",300313,"M",1,3126,"Decimals",0.01385,380.459,0.1500
"163",299137,"A",2,3126,"Decimals",0.01456,496.856,0.1500
"164",299545,"D",2,3126,"Decimals",0.01476,466.019,0.1461
"165",299247,"A",4,3126,"Decimals",0.01506,558.892,0.1061
"166",299749,"A",5,3126,"Decimals",0.01510,547.940,0.1125
"167",299527,"D",1,3126,"Decimals",0.01521,475.428,0.1411
"168",300257,"M",1,3126,"Decimals",0.01585,434.912,0.1657
"169",299757,"D",2,3126,"Decimals",0.01603,538.337,0.1733
"170",300227,"M",4,3126,"Decimals",0.01636,481.289,0.1851
"171",299185,"A",1,3126,"Decimals",0.01642,508.844,0.1500
"172",300075,"E",4,3126,"Decimals",0.01670,416.787,0.1500
"173",299347,"A",1,3126,"Decimals",0.01698,526.433,0.1243
"174",299115,"A",4,3126,"Decimals",0.01715,577.662,0.1123
"175",300067,"E",2,3126,"Decimals",0.01805,377.763,0.1500
"176",300435,"M",4,3126,"Decimals",0.01838,373.245,0.1500
"177",299149,"A",4,3126,"Decimals",0.01860,533.145,0.1081
"178",300285,"M",4,3126,"Decimals",0.01907,479.360,0.1447
"179",300095,"E",1,3126,"Decimals",0.01948,382.370,0.1500
"180",299933,"E",3,3126,"Decimals",0.02005,390.293,0.1500
"181",299939,"E",3,3126,"Decimals",0.02033,432.416,0.1744
"182",300489,"M",1,3126,"Decimals",0.02048,516.116,0.1642
"183",299915,"E",3,3126,"Decimals",0.02061,440.284,0.1380
"184",299355,"A",2,3126,"Decimals",0.02091,572.420,0.2662
"185",300407,"E",5,3126,"Decimals",0.02096,416.812,0.1500
"186",300325,"M",4,3126,"Decimals",0.02119,479.775,0.1706
"187",299921,"E",4,3126,"Decimals",0.02133,357.055,0.1500
"188",299627,"A",2,3126,"Decimals",0.02164,501.353,0.1500
"189",299965,"E",5,3126,"Decimals",0.02197,402.717,0.1500
"190",299903,"E",2,3126,"Decimals",0.02287,447.407,0.1971
"191",299963,"E",1,3126,"Decimals",0.02330,393.548,0.1500
"192",300133,"E",2,3126,"Decimals",0.02493,416.837,0.1815
"193",299285,"D",1,3126,"Decimals",0.02502,546.359,0.1362
"194",299275,"A",4,3126,"Decimals",0.02511,562.187,0.1995
"195",299547,"M",1,3126,"Decimals",0.02679,541.801,0.1365
"196",300123,"E",4,3126,"Decimals",0.02853,399.133,0.1693
"197",299653,"D",1,3127,"Fractions",0.00539,480.518,0.1500
"198",299693,"D",3,3127,"Fractions",0.00713,459.197,0.1500
"199",299475,"D",1,3127,"Fractions",0.01039,456.162,0.1679
"200",300211,"M",1,3127,"Fractions",0.01120,435.680,0.1500
"201",299357,"A",4,3127,"Fractions",0.01237,555.254,0.1356
"202",299507,"D",2,3127,"Fractions",0.01330,440.017,0.1500
"203",299779,"D",5,3127,"Fractions",0.01342,581.658,0.1605
"204",300375,"M",4,3127,"Fractions",0.01347,451.786,0.1525
"205",299203,"A",3,3127,"Fractions",0.01382,616.646,0.1153
"206",300315,"M",4,3127,"Fractions",0.01413,444.726,0.1386
"207",299163,"A",3,3127,"Fractions",0.01442,527.746,0.1500
"208",300229,"M",1,3127,"Fractions",0.01595,490.588,0.1883
"209",299129,"D",3,3127,"Fractions",0.01604,538.240,0.1118
"210",299555,"D",3,3127,"Fractions",0.01622,558.437,0.1490
"211",299671,"A",5,3127,"Fractions",0.01645,520.135,0.1179
"212",299343,"A",4,3127,"Fractions",0.01671,589.398,0.1558
"213",300437,"D",1,3127,"Fractions",0.01749,558.792,0.1468
"214",300423,"D",2,3127,"Fractions",0.01813,537.624,0.1255
"215",299373,"A",2,3127,"Fractions",0.01838,567.406,0.2109
"216",299083,"D",3,3127,"Fractions",0.01881,544.908,0.1584
"217",299759,"A",3,3127,"Fractions",0.01882,549.149,0.1128
"218",300299,"M",2,3127,"Fractions",0.01944,459.889,0.1878
"219",299139,"A",4,3127,"Fractions",0.01988,582.437,0.0953
"220",299719,"D",1,3127,"Fractions",0.02087,538.818,0.1061
"221",299649,"D",2,3127,"Fractions",0.02117,558.581,0.2163
"222",299105,"A",2,3127,"Fractions",0.02123,561.923,0.1414
"223",299379,"A",5,3127,"Fractions",0.02143,622.447,0.1176
"224",299309,"A",4,3127,"Fractions",0.02182,546.785,0.1275
"225",299639,"M",2,3127,"Fractions",0.02240,475.048,0.1846
"226",299377,"A",4,3127,"Fractions",0.02277,549.437,0.1232
"227",299241,"A",1,3127,"Fractions",0.02337,598.031,0.1599
"228",300327,"M",2,3127,"Fractions",0.02353,560.127,0.2182
"229",299629,"A",2,3127,"Fractions",0.02414,531.874,0.1220
"230",299493,"D",3,3127,"Fractions",0.02444,539.889,0.1359
"231",300307,"M",3,3127,"Fractions",0.02451,543.487,0.1357
"232",299259,"A",3,3127,"Fractions",0.02463,532.724,0.1614
"233",300473,"M",5,3127,"Fractions",0.02641,520.998,0.1122
"234",299687,"D",3,3127,"Fractions",0.02743,530.880,0.1263
"235",299151,"D",3,3127,"Fractions",0.02743,541.752,0.2186
"236",299601,"D",2,3127,"Fractions",0.02743,553.314,0.1610
"237",299739,"M",5,3127,"Fractions",0.02750,521.164,0.1353
"238",299717,"M",3,3127,"Fractions",0.02891,511.761,0.1682
"239",299705,"A",2,3127,"Fractions",0.02917,613.439,0.1849
"240",300401,"M",3,3127,"Fractions",0.02966,483.161,0.1999
"241",300237,"M",4,3127,"Fractions",0.03010,497.020,0.1615
"242",299459,"M",4,3127,"Fractions",0.03010,528.017,0.1119
"243",300247,"M",2,3127,"Fractions",0.03010,541.168,0.2114
"244",299559,"M",3,3127,"Fractions",0.03010,545.926,0.1700
"245",299769,"D",1,3128,"Integers",0.00577,542.439,0.1500
"246",299745,"D",4,3128,"Integers",0.00595,507.315,0.1500
"247",299511,"D",1,3128,"Integers",0.00772,479.195,0.1500
"248",299707,"D",2,3128,"Integers",0.00799,538.111,0.1570
"249",299517,"D",2,3128,"Integers",0.00840,480.430,0.1500
"250",299729,"D",3,3128,"Integers",0.00950,488.620,0.1514
"251",299207,"D",1,3128,"Integers",0.01005,514.982,0.1893
"252",299557,"D",2,3128,"Integers",0.01039,429.385,0.1500
"253",299695,"D",1,3128,"Integers",0.01118,562.358,0.1759
"254",299097,"A",1,3128,"Integers",0.01228,567.075,0.1200
"255",299331,"A",2,3128,"Integers",0.01257,491.013,0.1500
"256",299141,"A",1,3128,"Integers",0.01289,500.674,0.1500
"257",299589,"D",4,3128,"Integers",0.01299,548.988,0.2099
"258",299677,"A",1,3128,"Integers",0.01432,498.413,0.1500
"259",299201,"A",2,3128,"Integers",0.01502,507.007,0.1500
"260",299311,"A",3,3128,"Integers",0.01531,719.471,0.1851
"261",299131,"A",2,3128,"Integers",0.01543,570.503,0.2525
"262",299571,"D",2,3128,"Integers",0.01576,512.044,0.1699
"263",299735,"A",3,3128,"Integers",0.01635,526.274,0.1307
"264",299345,"A",2,3128,"Integers",0.01658,515.807,0.1500
"265",299595,"D",2,3128,"Integers",0.01677,566.520,0.2330
"266",299747,"A",4,3128,"Integers",0.01739,532.068,0.1800
"267",299223,"D",4,3128,"Integers",0.01830,562.680,0.1789
"268",299299,"D",2,3128,"Integers",0.01883,569.008,0.1869
"269",299689,"D",2,3128,"Integers",0.01894,612.967,0.1754
"270",299399,"A",3,3128,"Integers",0.01913,562.255,0.1674
"271",299153,"A",2,3128,"Integers",0.01942,534.153,0.1449
"272",299189,"A",4,3128,"Integers",0.01956,549.305,0.2034
"273",299323,"A",4,3128,"Integers",0.02115,556.604,0.1322
"274",299359,"A",2,3128,"Integers",0.02123,538.197,0.1244
"275",299085,"D",2,3128,"Integers",0.02179,528.909,0.1904
"276",299369,"A",2,3128,"Integers",0.02271,551.818,0.1432
"277",299165,"D",1,3128,"Integers",0.02511,593.899,0.1382
"278",299107,"A",1,3128,"Integers",0.02574,539.998,0.2407
"279",299267,"D",1,3128,"Integers",0.02577,613.045,0.1431
"280",299481,"A",1,3128,"Integers",0.03304,590.589,0.1439
"281",299351,"A",3,3129,"Percents",0.00607,679.026,0.1500
"282",299133,"A",3,3129,"Percents",0.00888,579.201,0.1398
"283",299553,"A",2,3129,"Percents",0.00977,498.119,0.1500
"284",299775,"D",3,3129,"Percents",0.01112,640.787,0.1616
"285",299279,"A",5,3129,"Percents",0.01219,603.341,0.1236
"286",299491,"D",4,3129,"Percents",0.01225,526.627,0.1580
"287",299479,"D",1,3129,"Percents",0.01270,524.479,0.1960
"288",299385,"A",1,3129,"Percents",0.01360,633.703,0.1664
"289",299325,"A",3,3129,"Percents",0.01461,617.803,0.2417
"290",299751,"D",1,3129,"Percents",0.01517,566.614,0.2562
"291",299587,"A",3,3129,"Percents",0.01584,531.311,0.1500
"292",299579,"D",4,3129,"Percents",0.01652,550.583,0.2305
"293",299145,"A",4,3129,"Percents",0.01683,581.016,0.1348
"294",299537,"A",1,3129,"Percents",0.01903,491.874,0.1365
"295",299609,"D",3,3129,"Percents",0.02020,546.396,0.2216
"296",299313,"D",1,3129,"Percents",0.02074,590.731,0.1403
"297",299251,"D",1,3129,"Percents",0.02258,589.043,0.1982
"298",299575,"D",2,3129,"Percents",0.02272,557.444,0.1970
"299",299363,"A",4,3129,"Percents",0.02287,610.512,0.1548
"300",299651,"D",3,3129,"Percents",0.02604,609.433,0.2389
"301",299231,"A",2,3130,"Order of Operations",0.01193,543.535,0.1500
"302",299195,"A",4,3130,"Order of Operations",0.01425,670.169,0.1549
"303",299317,"A",4,3130,"Order of Operations",0.01556,526.930,0.1188
"304",299339,"A",5,3130,"Order of Operations",0.01723,557.247,0.1132
"305",299171,"A",3,3130,"Order of Operations",0.01777,608.678,0.1603
"306",299101,"A",3,3130,"Order of Operations",0.01787,615.761,0.1396
"307",299315,"A",3,3130,"Order of Operations",0.01865,619.450,0.1831
"308",299147,"A",1,3130,"Order of Operations",0.02304,548.772,0.1244
"309",299371,"A",1,3130,"Order of Operations",0.02355,604.859,0.1312
"310",299353,"A",4,3130,"Order of Operations",0.02830,630.150,0.1719
"311",299221,"A",1,3131,"Algebraic Operations",0.01285,458.808,0.1500
"312",299091,"A",1,3131,"Algebraic Operations",0.01453,497.774,0.1425
"313",299393,"A",3,3131,"Algebraic Operations",0.01566,582.880,0.2091
"314",299307,"A",2,3131,"Algebraic Operations",0.01594,520.901,0.1324
"315",299383,"A",1,3131,"Algebraic Operations",0.01829,532.375,0.1576
"316",299281,"A",4,3131,"Algebraic Operations",0.01871,527.317,0.1476
"317",299283,"A",1,3131,"Algebraic Operations",0.02100,559.176,0.1181
"318",299211,"A",5,3131,"Algebraic Operations",0.02447,612.760,0.1395
"319",299341,"A",3,3131,"Algebraic Operations",0.02589,600.227,0.1703
"320",299403,"A",3,3131,"Algebraic Operations",0.03304,630.470,0.2550

